id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
43675,KEN-2008-2-110-6,2008,TRUE,Clear,2,2-110,4665,Kikuyu - Luo,110,5275,Kikuyu - Luo,1795,926,Kikuyu,1768,901,Luo,-1,"All Africa 2008-01-28 ""Clashes Spill Over to Busia, Malaba",,,,.,1,Naivasha town,Naivasha town,Rift Valley province,Nakuru district,-0.716667,36.433333,POINT (36.433333 -0.716667),128593,Kenya,501,Africa,1,1,1/27/2008 0:00,1/27/2008 0:00,0,0,0,19,19,19,19
43676,KEN-2007-3-501-13,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Muthurwa town,Muthurwa town,Central province,Kiambu district,-1.166667,36.75,POINT (36.750000 -1.166667),127874,Kenya,501,Africa,1,1,10/5/2007 0:00,10/5/2007 0:00,0,0,0,0,0,1,0
43678,KEN-1993-2-227-2,1993,TRUE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,R 1993-10-17,,,,"""Police"" nothing more mentioned",3,Narok district,Narok district,Rift Valley province,Narok district,-1.25,35.75,POINT (35.750000 -1.250000),127872,Kenya,501,Africa,1,1,10/15/1993 0:00,10/15/1993 0:00,10,0,0,0,10,10,10
43679,KEN-2005-2-404-1,2005,TRUE,Clear,2,2-404,4924,Borana - Gabra,404,5534,Borana - Gabra,1445,591,Borana,1463,609,Gabra,-1,"AFP 2005-07-13 ""Kenyan president condemns deadly clan violence, vows crackdown on killers"" AND All Africa 2005-07-14 ""Outrage As Massacre Death Toll Hits 76"" AND Reuters 2005-07-15 ""Kenya kills more bandits in north, death toll 80",,,,National police spokesman Jaspher Ombati,1,Turbi town,Turbi town,Eastern province,Marsabit district,3.333333,38.383333,POINT (38.383333 3.333333),134357,Kenya,501,Africa,1,1,7/12/2005 0:00,7/12/2005 0:00,0,56,0,0,56,71,56
43680,KEN-1993-2-224-3,1993,TRUE,Clear,2,2-224,4763,Kalenjin - Luhya,224,5373,Kalenjin - Luhya,1903,1024,Kalenjin,1797,928,Luhya,-1,"HRW divide and rule, p48",,,,-,3,Trans Nzoia district,Trans Nzoia District (and Bungoma Districts),Rift Valley province,Trans Nzoia district,1.016667,35,POINT (35.000000 1.016667),131471,Kenya,501,Africa,2,5,1/1/1993 0:00,2/28/1993 0:00,0,14,0,0,14,14,14
43681,KEN-2005-2-73-5,2005,TRUE,Clear,2,Feb-73,4631,Garre subclan of Digil clan (Digil-Mirifle) - Murule subclan of Gugundabe clan (Hawiye),73,5241,Garre subclan of Digil clan (Digil-Mirifle) - Murule subclan of Gugundabe clan (Hawiye),1466,612,Garre subclan of Digil clan (Digil-Mirifle),1515,656,Murule subclan of Gugundabe clan (Hawiye),-1,"BBC Monitoring Africa 2005-01-11 ""Three MPs blame government for ethnic clashes in northern Kenya",,,,,3,Mandera district,Mandera district,North-Eastern province,Mandera district,3.5,40.75,POINT (40.750000 3.500000),135082,Kenya,501,Africa,2,4,1/4/2005 0:00,1/11/2005 0:00,0,0,0,11,11,11,11
43682,KEN-1992-2-100-4,1992,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,R 1992-04-25,,,,Kenya Red Cross,1,Kisii town,Kisii town,Nyanza province,Kisii Central district,-0.683333,34.766667,POINT (34.766667 -0.683333),128590,Kenya,501,Africa,2,2,4/23/1992 0:00,4/24/1992 0:00,0,0,0,3,3,3,3
43686,KEN-1993-2-227-5,1993,TRUE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,R 1993-10-26,,,,Police assistant commissioner Jeremiah Matagaro,4,Rift Valley province,Rift Valley province,Rift Valley province,,0.5,36,POINT (36.000000 0.500000),130753,Kenya,501,Africa,1,1,10/25/1993 0:00,10/25/1993 0:00,8,0,0,0,8,8,3
43687,KEN-2009-2-150-1,2009,FALSE,Clear,2,2-150,4703,Toposa - Turkana,150,5313,Toposa - Turkana,1553,692,Toposa,1554,693,Turkana,-1,Kenyan privately-owned TV station NTV on 23 August in BBC Mon 24 Aug.,,,,residents,1,Lochore Engkalalio,Lochore Engkalalio,Rift Valley province,Turkana district,2.7,34.833333,POINT (34.833333 2.700000),133630,Kenya,501,Africa,1,1,8/22/2009 0:00,8/22/2009 0:00,0,10,0,0,10,10,10
43688,KEN-2002-2-117-3,2002,FALSE,Clear,2,2-117,4672,Dassanetch - Turkana,117,5282,Dassanetch - Turkana,1574,713,Dassanetch,1554,693,Turkana,-1,"All Africa 21/9-02: ""Ethiopian Bandits Kill Five in Turkana"", Xinhua 20/9-02: ""Five Kenyans killed by tribesmen from Ethiopia - police",,,,,2,Lokitaung town,Lokitaung town (near),Rift Valley province,Turkana district,4.266667,35.75,POINT (35.750000 4.266667),135792,Kenya,501,Africa,1,1,9/20/2002 0:00,9/20/2002 0:00,0,5,0,0,5,5,5
43689,KEN-2007-2-100-2,2007,FALSE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"Associated Press Newswires 2008-01-17""Kenyan Schools Hit by Violence",,,,,1,Ngarua town,Ngarua town,Rift Valley province,Laikipia district,0.366666,36.45,POINT (36.450000 0.366666),130033,Kenya,501,Africa,1,1,12/30/2007 0:00,12/30/2007 0:00,0,0,6,0,6,6,6
43690,KEN-2001-2-232-3,2001,TRUE,Clear,2,2-232,4769,"Orma, Wardei - Pokomo",232,5379,"Orma, Wardei - Pokomo",550103,3815,"Orma, Wardei",1802,933,Pokomo,-1,R 2001-12-06,,,,police,3,Tana River district,Tana River district,Coast province,Tana River district,-1.5,39.5,POINT (39.500000 -1.500000),127880,Kenya,501,Africa,2,2,12/3/2001 0:00,12/6/2001 0:00,0,0,0,17,17,17,17
43691,KEN-1996-2-233-1,1996,TRUE,Clear,2,2-233,4770,"Pokot, Samburu - Turkana",233,5380,"Pokot, Samburu - Turkana",550102,3814,"Pokot, Samburu",1554,693,Turkana,-1,R 1996-12-06,,,,police,2,Marti area,Marti area (near),Rift Valley province,Samburu district,1.466667,36.716667,POINT (36.716667 1.466667),131474,Kenya,501,Africa,1,1,12/3/1996 0:00,12/3/1996 0:00,10,0,0,41,51,51,51
43692,KEN-1997-2-226-1,1997,TRUE,Clear,2,2-226,4765,Kisii - Maasai,226,5375,Kisii - Maasai,1796,927,Kisii,1909,1030,Maasai,-1,R 1997-10-31,,,,police,5,Southwestern Kenya,southwest Kenya,,,-0.5,35.25,POINT (35.250000 -0.500000),129311,Kenya,501,Africa,1,1,10/31/1997 0:00,10/31/1997 0:00,5,0,0,0,5,5,5
43693,KEN-2006-2-100-1,2006,FALSE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"AFP 2006-02-13 ""Two killed as tribes battle over land in Kenya's Rift Valley region"" AND AFP 2006-02-13 ""Five killed as tribes battle over land in Kenya's Rift Valley region",,,,Police,3,Nakuru district,Nakuru district,Rift Valley province,Nakuru district,-0.333333,36,POINT (36.000000 -0.333333),129313,Kenya,501,Africa,1,1,2/13/2006 0:00,2/13/2006 0:00,0,0,0,5,5,5,5
43694,KEN-2008-3-501-20,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,1,1,4/2/2008 0:00,4/2/2008 0:00,0,0,8,0,8,8,8
43695,KEN-1997-2-226-2,1997,TRUE,Clear,2,2-226,4765,Kisii - Maasai,226,5375,Kisii - Maasai,1796,927,Kisii,1909,1030,Maasai,-1,R 1997-12-18,,,,,3,Trans Mara district,Trans Mara district,Rift Valley province,Trans Mara district,-1.007695,34.880621,POINT (34.880621 -1.007695),127870,Kenya,501,Africa,2,4,11/1/1997 0:00,11/30/1997 0:00,0,0,0,45,45,50,45
43696,KEN-1993-2-227-11,1993,TRUE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,"HRW nov 1993, divide and rule p 57/58",,,,-,2,Enoosupukia village,Enoosupukia village (south of),Rift Valley province,Narok district,-0.913037,36.16682,POINT (36.166820 -0.913037),128593,Kenya,501,Africa,1,1,10/15/1993 0:00,10/15/1993 0:00,17,0,0,0,17,17,17
43697,KEN-2007-3-501-23,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Kenya National Commission on Human Rights, Report on Extra-Judicial Killings and Disappearances, September 2008",,,,,1,Nairobi city,"Nairobi city (Kenyatta National Hospital, close by)",Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,6/24/2007 0:00,6/24/2007 0:00,0,0,4,0,4,4,4
43698,KEN-2009-3-1575-1,2009,TRUE,Clear,3,1575,602,Mungiki - Civilians,1575,1069,Mungiki - Civilians,1575,714,Mungiki,9999,1,Civilians,-1,AFP 2009-01-10,,,,"police source, anonymous",1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,1/10/2009 0:00,1/10/2009 0:00,0,0,7,0,7,7,7
43699,KEN-1992-2-224-8,1992,TRUE,Clear,2,2-224,4763,Kalenjin - Luhya,224,5373,Kalenjin - Luhya,1903,1024,Kalenjin,1797,928,Luhya,-1,HRW Divide and Rule Nov 1993 p. 30,,,,-,3,Bungoma district,Bungoma district,Western province,Bungoma district,0.75,34.583333,POINT (34.583333 0.750000),130750,Kenya,501,Africa,1,1,4/12/1992 0:00,4/12/1992 0:00,0,0,0,14,14,14,14
43700,KEN-2007-3-501-6,2007,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Kisumu town,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,Africa,1,2,12/29/2007 0:00,12/30/2007 0:00,0,0,2,0,2,2,2
43701,KEN-2001-2-228-1,2001,TRUE,Clear,2,2-228,4767,Marakwet - Pokot,228,5377,Marakwet - Pokot,1798,929,Marakwet,1529,670,Pokot,-1,X 2001-01-15,,,,East African Standard newspaper,3,Marakwet district,Marakwet district,Rift Valley province,Marakwet district,0.948333,35.508611,POINT (35.508611 0.948333),130752,Kenya,501,Africa,1,2,1/13/2001 0:00,1/14/2001 0:00,0,0,0,4,4,4,4
43702,KEN-2008-2-110-2.2,2008,TRUE,Clear,2,2-110,4665,Kikuyu - Luo,110,5275,Kikuyu - Luo,1795,926,Kikuyu,1768,901,Luo,-1,"BBC Monitoring Africa 2008-01-21 ""Kenya: Tension reigns in Nairobi suburbs after five are killed",,,,.,1,Nairobi city,Nairobi city (Mathare slum),Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,1/21/2008 0:00,1/21/2008 0:00,0,0,0,0,0,2,0
43704,KEN-2008-2-100-1,2008,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"HRW March 2008 ""From Ballots to Bullets",,,,"Human Rights Watch interview, Eldoret, January 21, 2008.",1,Eldoret town,Eldoret town,Rift Valley province,Uasin Gishu district,0.516667,35.283333,POINT (35.283333 0.516667),130751,Kenya,501,Africa,2,4,1/1/2008 0:00,1/21/2008 0:00,10,21,0,0,31,31,31
43706,KEN-2008-2-100-13,2008,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"AP 2008-02-02 ""More clashes in western Kenya despite deal to end the violence",,,,.,1,Kericho town,Kericho town,Rift Valley province,Kericho district,-0.366667,35.283333,POINT (35.283333 -0.366667),129311,Kenya,501,Africa,1,1,2/2/2008 0:00,2/2/2008 0:00,0,4,0,0,4,4,4
43707,KEN-2008-3-501-21,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,2,5,1/1/2008 0:00,4/2/2008 0:00,0,0,7,0,7,12,7
43708,KEN-2008-3-501-2,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Kisumu town,Kisumu town,Nyanza province,Kisumu district,-0.1,34.75,POINT (34.750000 -0.100000),129310,Kenya,501,Africa,2,5,1/1/2008 0:00,2/20/2008 0:00,0,0,44,0,44,60,44
43710,KEN-1993-3-501-1,1993,FALSE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Reuters, 1993-08-10",,,,court prosecutors,1,Molo town,Molo town,Rift Valley province,Nakuru district,-0.25,35.733333,POINT (35.733333 -0.250000),129312,Kenya,501,Africa,1,1,8/1/1993 0:00,8/1/1993 0:00,0,0,1,0,1,1,1
43711,KEN-2008-3-501-14,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,2,5,3/1/2008 0:00,7/1/2008 0:00,0,0,2,0,2,2,2
43714,KEN-2006-2-227-1,2006,FALSE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,"Reuters 2006-01-29 ""Two men speared to death in Kenyan ethnic attack",,,,Police,1,Eburru village,Eburru village,Rift Valley province,Nakuru district,-0.616667,36.25,POINT (36.250000 -0.616667),128593,Kenya,501,Africa,1,1,1/29/2006 0:00,1/29/2006 0:00,0,0,0,2,2,2,2
43715,KEN-1992-2-224-10,1992,TRUE,Clear,2,2-224,4763,Kalenjin - Luhya,224,5373,Kalenjin - Luhya,1903,1024,Kalenjin,1797,928,Luhya,-1,"HRW Divide and rule, p 32",,,,assistant sub-chief,1,Chepkube village,Chepkube village,Western province,Bungoma district,0.85,34.433333,POINT (34.433333 0.850000),130749,Kenya,501,Africa,1,4,7/1/1992 0:00,7/31/1992 0:00,10,0,0,0,10,10,10
43716,KEN-2008-3-501-19.1,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW July 2008 ""All the men have  gone War Crimes in Kenyas Mt. Elgon Conflict",,,,,1,Webuye town,Webuye town,Western province,Bungoma district,0.616667,34.766667,POINT (34.766667 0.616667),130750,Kenya,501,Africa,2,4,3/17/2008 0:00,3/31/2008 0:00,0,0,3,0,3,3,3
43717,KEN-1998-2-100-2.2,1998,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,R 1998-01-24; R 2; AC 1998-02-20,,,,Kenyan police,4,Rift Valley province,Rift Valley province,Rift Valley province,,0.5,36,POINT (36.000000 0.500000),130753,Kenya,501,Africa,2,4,1/11/1998 0:00,1/24/1998 0:00,0,0,0,22,22,22,22
43719,KEN-2009-2-405-2,2009,TRUE,Clear,2,2-405,4925,Pokot - Samburu,405,5535,Pokot - Samburu,1529,670,Pokot,1794,925,Samburu,-1,"CEWARN, country update, Kenyan side of karamoja cluster, sep.dec 09, AFP 2009-09-15; R 2009-09-15; Sep 15, 2009 (The Nation/All Africa Global Media via COMTEX;  Sep 16, 2009 (The Nation/All Africa Global Media via COMTEX; Laikipia North, Sep 18, 2009 (The Nation/All Africa Global Media via COMTEX",,,,,3,Laikipia district,Laikipia district (Mogurak village),Rift Valley province,Laikipia district,0.416667,36.75,POINT (36.750000 0.416667),130034,Kenya,501,Africa,1,1,9/14/2009 0:00,9/14/2009 0:00,9,22,0,1,32,35,24
43727,KEN-2008-3-501-1.3,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Lurambi town,Lurambi town,Western province,Kakamega district,0.3,34.766667,POINT (34.766667 0.300000),130030,Kenya,501,Africa,1,5,1/1/2008 0:00,2/28/2008 0:00,0,0,1,0,1,1,1
43728,KEN-2008-2-100-12,2008,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"All Africa 2008-01-30 ""Country's Rift Valley Burns as Death Toll Soars to 750",,,,.,1,Naivasha town,Naivasha town,Rift Valley province,Nakuru district,-0.716667,36.433333,POINT (36.433333 -0.716667),128593,Kenya,501,Africa,1,1,1/29/2008 0:00,1/29/2008 0:00,0,0,0,10,10,10,10
43729,KEN-1992-2-224-4,1992,TRUE,Clear,2,2-224,4763,Kalenjin - Luhya,224,5373,Kalenjin - Luhya,1903,1024,Kalenjin,1797,928,Luhya,-1,Kenya Television Network (Nairobi) citing Senior Assistant Commissioner of Police Jeremiah Matagaro,,,,,3,Bungoma district,Bungoma district,Western province,Bungoma district,0.75,34.583333,POINT (34.583333 0.750000),130750,Kenya,501,Africa,1,1,4/18/1992 0:00,4/18/1992 0:00,0,0,0,4,4,4,4
43735,KEN-1993-2-227-4,1993,TRUE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,R 1993-10-21,,,,local reporters,2,Mau Narok town,Mau Narok town (near),Rift Valley province,Nakuru district,-0.6,36,POINT (36.000000 -0.600000),128593,Kenya,501,Africa,1,1,10/20/1993 0:00,10/20/1993 0:00,5,1,0,0,6,6,6
43737,KEN-1992-2-224-2,1992,TRUE,Clear,2,2-224,4763,Kalenjin - Luhya,224,5373,Kalenjin - Luhya,1903,1024,Kalenjin,1797,928,Luhya,-1,R 1992-04-19,,,,Kenya police headquarters,1,Turbo town,Turbo town,Rift Valley province,Uasin Gishu district,0.633333,35.05,POINT (35.050000 0.633333),130751,Kenya,501,Africa,1,1,4/17/1992 0:00,4/17/1992 0:00,0,0,0,8,8,8,8
43738,KEN-1994-2-100-7,1994,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,"HRW 1994 ""Multipartism betrayed in Kenya, p 7 "",",,,,,4,Rift Valley province,Kondoo farm,Rift Valley province,,0.5,36,POINT (36.000000 0.500000),130753,Kenya,501,Africa,1,1,3/28/1994 0:00,3/28/1994 0:00,0,3,0,2,5,5,5
43739,KEN-2008-3-501-25,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"HRW, Kenya: Army and Rebel Militia Commit war Crimes in Mt. Elgon, april 2, 2008 (http://www.hrw.org/en/news/2008/04/02/kenya-army-and-rebel-militia-commit-war-crimes-mt-elgon?print)",,,,WKHRW,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,2,5,1/1/2008 0:00,4/2/2008 0:00,0,0,23,0,23,23,0
43740,KEN-1993-2-227-1,1993,TRUE,Clear,2,2-227,4766,Kikuyu - Maasai,227,5376,Kikuyu - Maasai,1795,926,Kikuyu,1909,1030,Maasai,-1,R 1993-10-17,,,,"""Police"" nothing more mentioned",3,Narok district,Narok district,Rift Valley province,Narok district,-1.25,35.75,POINT (35.750000 -1.250000),127872,Kenya,501,Africa,1,1,10/13/1993 0:00,10/13/1993 0:00,0,0,0,4,4,4,4
43745,KEN-1992-2-100-2,1992,TRUE,Clear,2,2-100,4656,Kalenjin - Kikuyu,100,5266,Kalenjin - Kikuyu,1903,1024,Kalenjin,1795,926,Kikuyu,-1,BBC 1992-03-27,,,,Kenya Television Network,1,Molo town,Molo town,Rift Valley province,Nakuru district,-0.25,35.733333,POINT (35.733333 -0.250000),129312,Kenya,501,Africa,1,1,4/23/1992 0:00,4/23/1992 0:00,0,0,0,4,4,4,4
43746,KEN-2008-3-500-1.1,2008,FALSE,Clear,3,500,468,Government of Uganda - Civilians,500,935,Government of Uganda - Civilians,500,90,Government of Uganda,9999,1,Civilians,-1,"All Africa 2008-01-20 ""Uganda Maintains It Has Not Deployed Troops in Country",,,,,1,Nyatike town,Nyatike town,Nyanza province,Migori district,-0.75,34.633333,POINT (34.633333 -0.750000),128590,Kenya,501,Africa,1,1,1/20/2008 0:00,1/20/2008 0:00,0,0,0,0,0,1,0
43748,KEN-2008-3-1575-7,2008,TRUE,Clear,3,1575,602,Mungiki - Civilians,1575,1069,Mungiki - Civilians,1575,714,Mungiki,9999,1,Civilians,-1,"HRW March 2008 ""Ballots to Bullets",,,,,1,Nakuru town,Nakuru town,Rift Valley province,Nakuru district,-0.283333,36.066667,POINT (36.066667 -0.283333),129313,Kenya,501,Africa,1,1,1/24/2008 0:00,1/24/2008 0:00,0,0,1,0,1,1,1
43749,KEN-2009-3-1575-4,2009,TRUE,Clear,3,1575,602,Mungiki - Civilians,1575,1069,Mungiki - Civilians,1575,714,Mungiki,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,6,Kenya,Kenya,,,1,38,POINT (38.000000 1.000000),131477,Kenya,501,Africa,1,4,4/1/2009 0:00,4/30/2009 0:00,0,0,0,0,0,30,0
43750,KEN-2009-3-1575-2,2009,TRUE,Clear,3,1575,602,Mungiki - Civilians,1575,1069,Mungiki - Civilians,1575,714,Mungiki,9999,1,Civilians,-1,"Source: The Standard website, Nairobi, in English 23 Dec 09 in BBC Mon",,,,Police Spokesman Eric Kiraithe,1,Gachie town,Gachie town,Nairobi province,Nairobi district,-1.216667,36.783333,POINT (36.783333 -1.216667),127874,Kenya,501,Africa,1,1,12/15/2009 0:00,12/15/2009 0:00,0,0,1,0,1,1,1
43751,KEN-2008-3-501-1.2,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Maraba town,Maraba town,Western province,Kakamega district,0.283333,34.6,POINT (34.600000 0.283333),130030,Kenya,501,Africa,1,5,1/1/2008 0:00,2/28/2008 0:00,0,0,2,0,2,2,2
43752,KEN-2008-3-501-22,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"AFP 2008-05-07 ""Seven corpses discovered in restive Kenya region: relatives",,,,,3,Mt. Elgon district,Mt. Elgon district,Western province,Mt. Elgon district,0.95,34.616667,POINT (34.616667 0.950000),130750,Kenya,501,Africa,1,2,5/1/2008 0:00,5/6/2008 0:00,0,0,7,0,7,7,7
43753,KEN-2001-2-221-1,2001,TRUE,Clear,2,2-221,4762,Borana - Samburu,221,5372,Borana - Samburu,1445,591,Borana,1794,925,Samburu,-1,R 2001-02-09,,,,local newspapers,2,Serolevi town,Serolevi town (near),Rift Valley province,Samburu district,1.033333,36.95,POINT (36.950000 1.033333),131474,Kenya,501,Africa,1,1,2/8/2001 0:00,2/8/2001 0:00,0,0,0,30,30,30,30
43754,KEN-2008-3-501-1.4,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"ICG ""Kenya in Crisis"" February 2008",,,,,1,Bungoma town,Bungoma town,Western province,Bungoma district,0.566667,34.566667,POINT (34.566667 0.566667),130750,Kenya,501,Africa,2,5,1/1/2008 0:00,2/28/2008 0:00,0,0,3,0,3,3,3
43757,KEN-2007-2-404-2,2007,TRUE,Clear,2,2-404,4924,Borana - Gabra,404,5534,Borana - Gabra,1445,591,Borana,1463,609,Gabra,-1,"AFP 2007-01-18 ""Rival clans clash in northern Kenya",,,,,3,Marsabit district,Marsabit district,Eastern province,Marsabit district,3,37.5,POINT (37.500000 3.000000),134356,Kenya,501,Africa,1,1,1/14/2007 0:00,1/14/2007 0:00,0,0,0,7,7,7,7
43758,KEN-2008-3-501-39,2008,TRUE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,3,Machakos district,Machakos District,Eastern province,Machakos district,-2,37.666667,POINT (37.666667 -2.000000),127156,Kenya,501,Africa,1,1,4/9/2008 0:00,4/9/2008 0:00,0,0,2,0,2,2,2
43759,KEN-2009-3-501-5,2009,FALSE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,"Report of the UN Special Rapporteur on extrajudicial, summary or arbitrary executions Mr. Philip Alston, 26 may 2009",,,,,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,1/24/2009 0:00,1/24/2009 0:00,0,0,1,0,1,1,1
43760,KEN-2000-3-501-1,2000,FALSE,Clear,3,501,469,Government of Kenya - Civilians,501,936,Government of Kenya - Civilians,501,91,Government of Kenya,9999,1,Civilians,-1,Xinhua 2000-08-19,,,,Daily Nation,1,Nairobi city,Nairobi city,Nairobi province,Nairobi district,-1.283333,36.816667,POINT (36.816667 -1.283333),127874,Kenya,501,Africa,1,1,8/19/2000 0:00,8/19/2000 0:00,0,0,1,0,1,1,1
