Link,Title,URL,Date,Content
http://www.the-star.co.ke/news/2013/02/11/corridors-of-power_c737167,Corridors of Power,www.the-star.co.ke › National News › Corridors of Power,"Feb. 11, 2013, 12:00 am","[""Concerned about his security despite being provided with additional police officers, one of the presidential candidates has acquired a white Toyota Land cruiser which he has fitted with an electric alarm system which zap a anyone who dares as much as touchtone car. The candidates security men are happy with the new system as they no longer have to push away overenthusiastic supporters who tend the throng the candidate wherever he goes. Now all they have to do is activate the alarm if they sense any danger to the candidate the hapless 'supporter' gets painfully zapped if they touch the vehicle!"", '===', ""It seems President Kibaki's visit to Othaya and failure to endorse Othaya Development Association chairman Gichuki Mugambi as his successor in Othaya was not well received by some moneyed and influential people in government and business. The individuals who had gone to the extent of circumventing protocol to ensure that Mugambi was seated next to the president were disappointed when the President categorically stated he did not support any of those in the race who include businesswoman Mary Wambui. It was however not lost to political pundits that the proximity of Mugambi to the president maybe construed as a subtle nod to his candidacy!"", '===', ' ', ""The Jubilee Alliance leadership who pride themselves on being 'digi-smart' made good use of their iPads when they were reading their speeches during the launch of their manifesto a fortnight ago. Only William Ruto opted not to use the prepare speech and ad-libbed his speech while Uhuru Kenyatta, Charity Ngilu and Najib Balala strictly followed the speeches they had prepared on their IPads.Now some of those critical of Ruto are saying he missed an opportunity to prove he is 'digital' and not 'analogue' as he has been claiming on the campign trail."", '===', ""It was a riches to rags story for one of the aspirants who lost in the Eldoret URP nominations. The man spent his savingsand mortgaged what he had to mount a nomination campaign allegedly under the misplaced belief that he would get further financial assistance from retired President Moi. Well, he failed the nominations and can now be seen seated on a rock chewing sugarcane at the Chepkoilel junction. Strange enough, some of the local people still have hopes that the man will somehow recover and become a mheshimiwa' and they keep pestering him for cash handouts."", '\n']"
http://www.the-star.co.ke/news/2013/02/11/i-chose-not-to-run-for-luhya-unity-eugene_c737000,I chose not to run for Luhya unity - Eugene,www.the-star.co.ke › Local News › Western,"Feb. 11, 2013, 12:00 am","['JUSTICE minister Eugene Wamalwa has said he sacrificed his presidential ambition in favour of Deputy Prime Minister Musalia Mudavadi to save the Luhya community from embarrassment. ', 'Wamalwa, who is New Ford Kenya leader, said he teamed up with Mudavadi ""to end abuses hurled at the community, whose members have been called cooks and watchmen"". He said the move will help achieve unity of not only the Luhyas, but all the communities living in Western province. The minister said Luhyas were a big ethnic community that ought to produce a president, but the presidency had eluded them for long. ', 'We have been disunited for long. I wanted to show our detractors that we can come together and impact on the Kenyan political terrain, said the minister. ', 'Wamalwa said the unity of UDF, New Ford Kenya, Kanu and National Vision Party will ensure that the western region has a single candidate who can win the presidency. He warned Jubilee and Cord coalitions to be ready for a major upset on March 5. The general election will be held on March 4. ', 'He said the region has not produced a presidential candidate since 1997, when his elder brother Kijana Wamalwa contested the presidency on a Ford Kenya ticket and came fourth. ', 'Wamalwa said is an embarrassment to the community that it has not produced a presidential candidate for 15 years, yet it is the second largest tribe in Kenya. ', 'Wamalwa was speaking during a meet-the-people tour of Khwisero, Butere and Mumias constituencies at the weekend.He campaigned for the New Ford Kenya governor candidate for Kakamega county Soita Shitanda. ', 'Wamalwa, who was accompanied by Shitanda and outgoing Lurambi MP Manyala Keya, addressed meetings at Khwisero, Khumutibo, Manyulia, Shatsala, Butere, Sabatia, Musanda and Mumias town. ', 'Wamalwa said Luhyas will not support presidential candidates from other communities, because it was time they supported our own. ', 'The minister said the community supported former President Moi for 24 years and welcomed the support Kanu has offered to Mudavadis presidential bid. ', 'He said Luhyas also supported President Kibaki in 2002. ""In 2007, the community supported President Kibaki and Prime Minister and now is the time for Central Kenya and Nyanza communities to return the favour by supporting Mudavadi,"" said Wamalwa. ', 'Wamalwa said an Amani government will scrap the 8-4-4 system of education and provide free secondary and university education to all Kenyans. ', 'We do not want a system of education that condemns our children at their tender ages, because this violates their constitutional rights, he said.', ' ', ' ', '\n']"
http://www.the-star.co.ke/news/2013/02/11/india-elbows-way-to-become-kenyas-top-import-market_c736806,India elbows way to become Kenya's top import market,www.the-star.co.ke › Business › Local › Features,"Feb. 11, 2013, 12:00 am","['India is now Kenyas top source market for imports ahead of its Asian rivals China and the United Arab Emirates, in what is seen as the clearest shift yet by Kenya to the East for international trade.', ' ', 'Fresh data from the Kenya National Bureau of Statistics show the value of imports from India opened a clear gap ahead of the two in 2012  the results of enhanced trade relations between Kenya and India in recent years.', ' ', ' ', 'Kenya is a net importer of capital goods such as petroleum products, machinery and equipment, vehicles and non-food industrial supplies.', ' ', 'Imports from India in 2011 amounted to Sh148.8 billion, second after the UAEs Sh181.4 billion. Those from China were worth Sh144 billion in the same year.', ' ', 'Analysts say India has managed to clinch the lions share of Kenyas import volumes because of, among others, the prevailing cordial foreign policy between the two countries since Kenya gained independence, relatively cheaper goods, quality, and proximity of its ports to Kenya.', ' ', 'The main imports from India include textiles, petroleum products obtained from bituminous minerals (other than crude), medical equipment and drugs, pharmaceuticals, flat-rolled iron and non-alloy steel products, electrical goods, food-processing machinery, special purpose motor vehicles and trucks among others.', ' ', 'There are quite a number of factors why Kenya is importing more from India. For instance, you will realise that many products on sale in Kenyan retail stores  such as textiles (garments)  come from India. They are cheaper and as we know, Kenyan consumers are sensitive to price, making these a top choice, said Tiberius Barasa, the executive director of the Centre for Policy Research, a governance and public policy analysis think-tank.', ' ', 'But we are realising that its not just about price but also quality that is standing out for Indian imports, and this is something that can definitely be sustained in the near-term. Regional proximity of India also makes it easy to travel to and to transport goods to Kenya, said Barasa.', ' ', 'The Indian High Commissioner to Kenya Sibabrata Tripathi echoes these sentiments, saying that a combination of factors does indeed make India a market of choice for Kenyan importers.', ' ', 'These include proximity, particularly of ports on the west coast of India, price-related factors and not least, quality of products, said Tripathi.', ' ', 'He says that although Kenya accounts for less than one per cent of Indias global exports, its importance as an export destination is highly valued by Indian exporters. ', ' ', 'They (Indian exporters) travel to Kenya frequently as do Kenyan importers to India and close attention is paid to the specificities of the Kenyan market.', ' ', 'According to him, there is increased Indian interest in Kenya as an investment destination as well, with Indian investors dotting sectors such as medical diagnostics, communications and petroleum refining. Indian firms are also gaining presence in contracting areas such as construction and ICT.', ' ', 'Indeed, a good example is Delta Corp East Africa Ltd  a subsidiary of Indias Reliance Industries owned by billionaire Mukesh Ambani  which has huge investments in Kenyas real estate development. Mukesh co-owns DCEAL with another Indian firm, Bombay Stock Exchange-listed Delta Corp, which has a 40 per cent stake in the venture.', ' ', 'The real estate firm has made the two biggest single property sale deals in East Africa in the past two years. In 2011, DCEAL sold a 21-storey office tower to the World Bank Group at Sh2.2 billion, and has reportedly sold its latest office complex in Westlands, Delta Corner, at Sh4 billion.', ' ', 'The rivalry between Asian countries leaves traditional European source markets for Kenyan imports as the major losers, as trade volumes between them and Kenya have been declining as it increasingly turns to Asia.', ' ', 'This shift  which has been bold during President Kibakis regime  has edged out prominent British firms whose contracts with the government have been running for decades. The country has in recent years opted to ship even the all-important military equipment, vehicles and gear from Asia, China in particular.', ' ', 'Imports from the UK, for instance, amounted to Sh42 billion from January to November 2012  less than a quarter of imports from India in the same period.', ' ', 'Kenya and Indias foreign policies have been friendly right from independence, and neither country has regarded the other as enemy at any one time. What we have seen is the deepening and consolidation of this, and extension to sectors such as construction and services, said Barasa.', ' ', 'Kenya imported goods worth Sh19.3 billion in November alone from India as it further tightened trade relations with the Asian tiger. Imports from the UAE amounted to Sh13.2 billion, while Chinas were worth Sh12.1 billion in the period, according to the KNBS data.', ' ', 'The reason why China might be thought to be to be doing booming business with Kenya is because of its presence in key projects such as roads. Thats where it has an upper hand perhaps over Asian rivals, plus it can afford to give Kenya grants  thats its competitive edge. India has its own challenges and may not afford to give grants, said Barasa.', ' ', 'A trade imbalance however exists between Kenya and India, as the latter does not feature among the top 10 major destinations for the countrys exports. This is attributable to Kenya being a net importer.', ' ', 'Kenyas exports are mainly agricultural products such as tea, coffee and cut flowers as well as hides. The major destinations for Kenyan exports are Uganda, Tanzania, UK, Pakistan, Netherlands, Egypt, USA, Rwanda and Germany.', ' ', 'The bilateral economic partnership between our two countries should not be seen through the growing trade volume alone, Tripathi said, adding that diplomatic exchanges between the two countries, particularly at cabinet level, have played an important role in improving trade relations.', ' ', 'There are about 40 top Indian firms with offices in Kenya currently  including three banks and a number of insurance firms  which are proof of the increasingly cosy trade relations with Kenya.', ' ', 'India also offers lines of credit to its African partners, Kenya included, said Tripathi.', ' ', 'Commonality of business languages  besides the proximity of ports on Indias west coast, price-related factors and product quality  may as well partly explain the swelling trade volumes that have catapulted India to be top choice for Kenyan importers.', ' ', 'According to Barasa, relations between Kenya and India are likely to deepen and grow going forward as the country moves away from Europe and America to Asia and other Africa countries.', ' ', 'There is a big market here for Indian goods which India may not want to lose, he said.', ' ', 'The Indian business community has also in recent years become active in participating in both product-specific and general trade fairs held in Nairobi, facilitated and co-ordinated by the High Commissions Commercial Office.', ' ', 'In addition, a growing number of young Kenyans are opting to study or train in India either on scholarships or self-sponsorship, which shows the relationship between the two countries goes beyond raw business if we can put it so.', ' ', 'We, in association with the Government of Kenya, administer over 100 fellowships up to doctoral level under the India Technical and Economic Co-operation (ITEC) and other programmes, said Tripathi.', ' He said Kenya is also an emerging market for Indian tour operators, while Indian consultants offer services in areas ranging from road construction to hotel management.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/glamour-at-fashion-high-tea_c737052,Glamour at Fashion High Tea,www.the-star.co.ke › Lifestyle › Society,"Feb. 11, 2013, 12:00 am","[""The Zen Garden's hosted this year's event on Saturday that saw a superb turnout. With added pomp and glamour, ladies donned their biggest and best hats as the men decked out in the latest jackets."", ""There was shopping to be done as guests sampled the extensive menu that included delicacies such as chicken satay skewers, peri-peri pots, feta and spinach parcels, calamari rings, red snapper goujons, meringue mess, English classic scones and cupid's arrow slices. "", ""The Heineken Men's Lounge, Skyy Bar and Cafe Patron Bar provided the refreshments. For the teetotalers, Melvin's Teahouse was the perfect place as they had an assortment of their famous teas. "", 'More so, the event is all for a worthy cause as the proceeds this year went to Therapies for Kids. The charity deals with providing full therapeutic care for children with special needs. ', ' ', ' ', '\n']"
http://www.the-star.co.ke/news/2013/02/11/narok-college-to-become-maasai-mara-university_c737093,Narok College to become Maasai Mara University,www.the-star.co.ke › Local News › Rift Valley,"Feb. 11, 2013, 12:00 am","['PRESIDENT Mwai Kibaki will tomorrow award a charter to Narok University College making it a fully fledged institution.Narok University, a constituent college of Moi University, is among the 13 constituent colleges that President Kibaki will award charters to. ', 'Speaking to the press at the weekend, principal Prof David Serem said the institution will change its name from Narok University College to Maasai Mara University. ', 'Serem said preparations are in place and they are ready to receive the charter saying it is a ""milestone for the university"".Narok University board chairman Prof K ole Karei praised the decision to have the college become a fully fledged university. ', 'He said this makes it the only public university in Maasailand adding that it will give students in the region a chance to compete with the rest of the world. ', 'Former University student leader Kasaine Partoip said once the institution is upgraded, it will help address challenges faced by locals through research. ', 'He said the institution will enable students get quality training and venture into new fields.Kasaine said the campus will provide an excellent serene atmosphere for programmes like tourism, agro-foresty saying these will greatly benefit the growing South Rift Tourist circuit. ', ' Speaking to the Star, Higher Education Minister Prof Margret Kamar said once the institution is fully operational, it will increase its student admission giving more students a chance at University education. ', 'My ministry appreciates efforts by the university council and management to steer Narok University College from a nascent institution to a competitive college. We intend to reward this hard work by awarding the college a charter,"" she said. ', ' Recently, Kamar said the government will build a university and technical institution in every county to improve education standards in every region. ', 'She said the new universities will increase student enrollment by more than 40 per cent.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/champs-hold-out_c737182,Champs hold out,www.the-star.co.ke › Sport › Local,"Feb. 11, 2013, 12:00 am","['Thrills mark round one of the Rally Raid championship Save for Shazar Anwar who was relegated to second overall position in the Quad Class by contender Vincent Boulanger, all champions lived-up to their billing in the first round of the Ganatra/JCB Rally Raid Championship.', 'The season opener ended in drama, not without some exhilarating displays around Naro Moru in the Mount Kenya region.', 'Adin Haq in a Range Rover eBowler was one of the biggest movers, finishing second overall in the car category up from seventh on the first day on Saturday.', 'Defending champions Nish Lakhani (car class), Tejas Hirani (buggy class) and Sean Pelling (bike class) all managed to rally from behind on Saturday to pull through in awesome fashion on Sunday. They have now taken an early lead in the five-round Raid Championship sponsored by JCB Country agents Ganatra Plant and Equipment Limited.', 'Nish, navigated by Teeku Patel in the championship winning Kenya Cat machine, rallied from third position on Day 1 behind former champion Sammy Jessel to claim an emphatic victory in a blistering Day 2 showdown. Tejas had his campaign effectively sewn up when Ian Duncans buggy ran into gremlins.', 'Sean recovered from second place to start his defence on the summit.', 'Day 1 was good. We had some technical stages but a lot of fast open roads. Starting first was a bit of a disadvantage and we lost some time with navigational issues so we came in third on Saturday-only six minutes behind overnight leader (Sammy Jessel). We had a good day today. We fixed the car overnight and she ran well. Teeku did a great job and got navigation spot on. A steady pace and we came out on top, said Nish yesterday.', 'Boulanger riding a Can-Am Renegade quad beat defending champion Shazar Anwar (Bombardier 650) to second place.Buggy newcomer Gurmit Mehta was excited with his raid debut though he believes navigation was his biggest challenge.Tejas navigator Riyaz Ismail was all smiles.', 'Out of the 5 entries our Magi-Bug had the smallest engine capacity. Starting the event, we had decided that we will drive clean to avoid problems. In Leg 1, the other three buggies had mechanical and navigational problems. So we went to bed lying second with the leader 25mins ahead of us and the rest 30mins behind. Starting today, our strategy was the same, and when we saw Ians buggy stopped by the road we knew victory was ours. Its good to start our title defence with a win, said Riyaz yesterday.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/nhc-sets-up-plant-to-produce-cheap-building-materials_c736001,NHC sets up plant to produce cheap building materials,www.the-star.co.ke › Business › Local,"Feb. 11, 2013, 12:00 am","['The National Housing Corporation has adopted new technology for the production of affordable construction materials.Next Monday, the NHC will unveil a new factory to produce Expanded Polystyrene Panels.', 'According to the Factory manager Andrew Saisi, the Corporation is striving to tackle the challenges facing the government in provision of affordable housing.', 'With the rising cost of construction coupled with expensive cost of finance, we had to think outside the box, said Saisi.', 'He said high costs of construction and financing from potential buyers has made housing unaffordable to the majority of low and middle-income earners.', 'EPS panels are modular elements made of shaped polystyrene panels that are contained between two sheets of galvanized welded meshes. The vertical mesh wires are set along the polystyrene thus creating reinforced concrete micro pillars once the panel is coated with concrete.', 'Speaking during a tour of the newly constructed factory, Saisi said advantages of using the EPS panels outweighs traditional materials such as stone and wood.', 'He said that EPS panel are strong and and have resistance against moisture, sunlight, pest and rodent attack making it preferable as a durable material.', 'Constructing a house using EPS panels ensures safety and security of its occupants, according to a research done by NHC officials.In EPS new technology, concrete is the most secure followed by stone and brick. Timber and mabati are easily penetrable and cannot assure occupants of safety, said Saisi.', 'He said using EPS can help cut the cost of construction by between 30-50 per cent.The cost of capital tied during the construction period is often significant. The use of the EPS building systems is expected to reduce the time taken in construction and therefore the time over which capital is tied up, said the official.', ' ', ' ', '\n']"
http://www.the-star.co.ke/news/2013/02/11/jubilee-hold-extensive-campaigns-at-north-rift_c737030,Jubilee hold extensive campaigns at North Rift,www.the-star.co.ke › National News,"Feb. 11, 2013, 12:00 am","['Jubilee Coalition leaders Uhuru Kenyatta and William Ruto ended their campaigns in the North Rift region exuding high confidence that they would get majority votes in the region.', 'They displayed a show of might with a major rally at the 64 Stadium in Eldoret town where they arrived in style escorted by their five campaign helicopters.', 'Uhuru and Ruto have for the last five days pitched camp in the region campaigning in Turkana, Pokot, Trans Nzoia,Elgeyo Maraket and Nandi Counties where they urged the locals to support the Jubilee Coalition because it would win the March 4th polls.', 'Yesterday they attended a church service in Eldoret town where they have pledged to ensure they unite all Kenyans communities to avoid recurrent violence in parts of the country during election years.', 'Uhuru and Ruto were at the AIC Fellowship Church along with other leaders from the group before they left to continue with their campaigns in Nandi County where they held rallies at Mosoriot, Kipkaren and Nandi Hills.', 'They particularly committed themselves to unite the Kalenjin and Kikuyu communities which have been having political differences for long.', '""I and my brother Uhuru will work together whether we win the polls or not so that we unite our communities and other Kenyans to ensure sustained peace and development"", said Ruto while addressing the congregation at the AIC church in Eldoret.', 'They have vowed to ensure peace and stability so that the country can achieve meaningful development.', 'He said their decision to work together was not just propelled by the elections by a desire and commitment to unite the country and implement meaningful development.', 'At most of their rallies in the region, they have promised that Jubilee will promote equality among all Kenyans through poverty eradication if they will win during the March, 4 general elections.', ""Ruto and Uhuru argued that the jubilee coalition was aware that agriculture remained the backbone the country's economy and that land had to be properly utilized to enhance development."", 'Ruto said, Land is an important resource in the development but our opponents are using it to promote disunity in the nation. We need to handle the matter with sobriety.', 'The Jubilee leaders criticized CORD presidential candidate Raila Odinga for dwelling on the land issue and making claims that were divisive without offering a workable solution.', 'Our opponents in the CORD coalition are making statements against us over land issue. Those are meant to cause separation divisions in this year of jubilee when we want our country to emerge from the polls more united"", said Ruto', 'Uhuru said that his government will ensure that working land policies are put in place to ensure that there was maximum utilization.', 'He said that threats issued by Odinga that he will ensure that lands owned by some persons in the country were illogical adding that every Kenyan has a right to own property.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/tna-duped-us-in-nakuru-power-deal-urp-says_c737122,"TNA duped us in Nakuru power deal, URP says",www.the-star.co.ke › Local News › Rift Valley,"Feb. 11, 2013, 12:00 am","['Cracks have emerged between the URP and TNA in Nakuru County afterURP claimed it was short changed by their coalition partner.', 'URP candidates led by the partys Nakuru County chairman Joshua Rotich claimed their accord clearly set  aside the senatorial position for URP together  with parliamentary seats in  Kuresoi North and South, Rongai and Nakuru West.', ""After a meeting at Oloika lodge in Nakuru we  came up with the coalition's Nakuru Accord in which we agreed to field aspirants  in Kuresoi North and South, Rongai, Nakuru West as well as take the seat  for senator  however TNA has candidates in all constituencies in the county, Rotich said."", 'TNA will field 62 candidates including  parliamentary aspirants in all the 11 constituencies except Kuresoi North.URP will however have only 15 candidates seeking various seats across the county.', 'Furthermore feels offended by Nakuru governor TNAs  candidate move to settle for Joseph Ruto instead of  Raymond Komen who had been their choice for the running mate job.', 'We want Ruto to come to Nakuru as soon as possible ,hold a meeting with all the candidates and members  and address the issues raised after breach in the agreement with TNA., they unanimously said.', 'On Friday, a section of the URP members from Nakuru Town West Constituency decried the intended move  by the area TNA candidates to campaign for a six-piece TNA vote.', 'During a press briefing on Wednsday last week,the TNA  candidates who had held a consultative meeting led by their governor candidate Kinuthia Mbugua  at a Nakuru hotel,resolved to conduct a joint campaign to consolidate a six-piece voting bloc across the 11 constituencies.', 'Their campaigns will run from February 12 to 26.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/high-court-halts-presidential-debate_c737557,High Court halts presidential debate,www.the-star.co.ke › Latest News,"Feb. 11, 2013, 12:00 am","['Six of the eight presidential candidates are expected to participate in the event that is scheduled to take place at 7pm tonight at Brookhouse International School. Safina presidential candidate Paul Muite and Alliance For Real Change Party leader Mohammed Abuda Dida will not be included in the event.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/former-dancer-toxic-dishes-out-on-family-music-and-life-abroad_c737108,"Former dancer Toxic dishes out on family, music and life abroad",www.the-star.co.ke › Lifestyle › Word Is,"Feb. 11, 2013, 12:00 am","['Former dancer turned musician Toxic may never comeback to the music industry. The mother of one who now lives in the UK told Word Is that her main focus was now on her family and more especially her six-month-old son, Aiden.', ' ""I have put my music on hold. Hiring a nanny here is very expensive. I can take care of my son till he is old enough to go to school. My son is my everything and this sacrifice is worth it,""Toxic told Word Is on a phone interview.', 'Toxic also talked about her line of work which involves importing clothes, shoes and bags to Kenya.', '""I have established clients who own stalls in Nairobi. I also sell my stuff to a few individuals. I am very happy with my life right now. I am where I\'m supposed to be. My husband even resigned from the army and went back to law school. We have very big plans,""said Toxic.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/5-minute-interview-i-fear-waking-up-to-find-my-parents-gone_c738185,5 Minute Interview: I fear waking up to find my parents gone,www.the-star.co.ke › Lifestyle › 5 Min Interview,"Feb. 11, 2013, 12:00 am","['Im good at listening....... I have a keen ear. ', 'Im very bad at lying........ I wouldnt lie to save my soul. ', 'The last book I enjoyed was.................. The Eight Habits of Highly Effective People by Stephen Covey.', 'The most surprising thing that happened to me.................I was very green in my current job, my boss called and told me she wants me to be part of a marketing delegation to Ecuador. There were more senior staff who should have been chosen for the trip.', 'A common misconception of me is....... that Im antisocial. Im actually quite talkative and social. ', 'One of my worst childhood fears was...... waking up to find my parents gone forever. ', 'My ideal night out is ......classical music, good food in a fine restaurant. ', 'In another life Id have been a........ musician. I wish I could sing like the late Whitney Houston. ', 'If I were a politician, I would........ lobby to ensure all children get secondary education.', 'The best age to be is...... over 25, you are mature enough. ', 'The best part of my job is...... travelling to different cities and towns. ', 'My greatest regret is....... not calling my sister on that Saturday in 2010 before she died. ', 'Historical figure I most identify with is........ Mother Teresa. ', 'Living person I most admire is ...... President of the United States Barrack Obama. He is so articulate on issues that really matter. ', 'My greatest achievement is................graduating with my MBA and being admitted to pursue a PhD. ', 'My favourite writer is .....Stephen Covey. ', 'My lowest point of misery is ..... not being able to achieve my set goals. ', 'My greatest possession is .............. my family, it has been my rock. ', ' ', 'Agnes Wainaina is a planning manager at Horticultural Crops Development Authority. She is also the Management Representa- tive of ISO 9001:2008.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/all-set-for-first-presidential-debate_c737228,All set for first presidential debate,www.the-star.co.ke › Latest News,"Feb. 11, 2013, 12:00 am","['Candidates Prime Minister Raila Odinga, Deputy Prime Minister Uhuru Kenyatta, Deputy Prime Minister Musalia Mudavadi, parliamentarian Martha Karua, Assistant Minister for Planning, National Development and Vision 2030 Peter Kenneth, and former Education Permanent Secretary James ole Kiyiapi  are expected to take part in the two hour event.', 'Sharleen said their secretariat had received over 5000 questions sent via social media and emails concerning the debate, however three predesignated members of the audience will be allowed to ask preselected questions and the rest will be asked by the debate hosts. Candidates will have two minutes to answer a question and 30 seconds to respond to rebuttals from their peers on the stage.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/dalmas-on-six-piece-suit_c737077,Dalmas on six piece suit,www.the-star.co.ke › Local News › Western,"Feb. 11, 2013, 12:00 am","['Public Service Minister Dalmas Otieno has supported the call to vote for ODM party in six piece suit in next elections within Migori County.', 'Dalmas said party supporters should use their anger to cost the party seats in Luo Nyanza but give ODM required strength in both national and county assemblies by voting in party candidates.', 'His appeal follows call by Prime Minister Raila Odinga tour of Nyanza region where he called residents in Homa Bay, Migori, Kisumu and Siaya counties to vote for all candidates in ODM and leave the nominations in the past.', '""There will be nothing like euphoria voting for aspirants flying flags of parties affiliate to Cord in this region just because you are bitter with the ODM leadership,"" Dalmas said.', '""Instead, it will be a math of ODM pushing to national and county Assemblies as many MPs, senator, women and ward representatives as possible."" he added.', 'He was speaking at his Kangeso home in Rongo during a joint prayer meeting hosted for him and ODM by local church and Muslim leaders. ', 'The immediate former Rongo MP called on ODM supporters to respect party nominees and not subject their party to ridicule by approaching next elections with a sober mind.', '\n']"
http://www.the-star.co.ke/news/2013/02/11/this-is-my-time-not-2017-kenneth_c737139,"This is my time, not 2017 - Kenneth",www.the-star.co.ke › National News,"Feb. 11, 2013, 12:00 am","['Presidential candidate Peter Kenneth yesterday dismissed those who have said he should wait until 2017 to try his bid for presidency.', 'He told party supporters in Subukia, Nakuru County, Kenya needs a new crop of leaders.', 'Kenneth likened Kenya to a sick patient who needs urgent surgery and cannot wait for five years.', 'Those who have been advising me to try 2017 should look at Kenya like a sick patient who requires immediate surgery and not to wait for five years in order to get treatment, said the planning assistant minister.', 'Kenneth was campaigning in Nakuru, Nyandarua and Laikipia counties accompanied by his running mate Ronnie Osumba.', 'Kenneth said he is against tribalism noting that it was one of the greatest misfortunes Kenya has been facing.', 'Kenneth said that the country needs someone who is ready to work hard for the people. He urged Kenyans to seriously evaluate the track record of the other presidential candidates and make informed choices during the Marc 4 elections.', 'He reiterated that the election campaign should be issue based focus being what needs to be done to uplift the living standards of Kenyans.', 'And while speaking on Saturday during campaigns in parts of Naivasha, Gilgil and Nakuru town, Kenneth said it is time for the old guard to give the youth a chance. ', 'He told voters to listen to the presidential debate today and decide who is fit to run Kenya.', 'In Nyahururu, he asked other presidential candidates to explain their roles in resolving the land headache.', 'He took issue with Prime Minister Raila Odinga and urged him to explain the reforms he has taken in relation to land matters.', 'Kenneth accused Raila of not solving matters regarding land saying that he had done nothing during his tenure as the Prime Minister.', 'Noting that land matters were serious, the aspirant said Raila should have brought reforms during his era as the prime minister.', 'The Ministry of Lands docket is in his ODM party and we wonder why he is now blaming others on issues relating to land. We want him to explain to Kenyans what reforms he has brought. If he has not brought change as a Prime Minister, what will he do when elected he told the crowd at Nyahururu stadium.', 'He said that he was the best placed person to solve land matters compared to other aspirants.', 'Accompanied by his running mate Rooney Osumba, Kenneth urged politicians to explain their development agendas instead of attacking one another on personal issues.', 'We have seen them attacking each other instead of explaining to Kenyans what they will do once they ascend to power, he said.', 'Kenneth promised to improve the security, health and water provision to all Kenyans.', 'He said that security matters were paramount for the sake of peace in the country.', 'I want to assure all Kenyans that security will be improved once they elect me as their President. That is a matter of great importance that my Government will deal with once we take over power, he observed.', 'The Kenya National Congress party leader urged Kenyans to vote in people judging on their development record.', 'He said that this will be the only way that the country would move forward in terms of development.', 'He took his campaigns to Ol Joro Orok, Kasuku and Ol Kalou towns in Nyandarua county where he urged people to turn up in large numbers come March 4.', '\n']"
